"","X","Typ","Tidpunkt","Score","Spelare","Lag","Period","Event","Utv","Match","Domare1","Domare2","Domarpar"
"1",1,"Utvisning","04:49",NA,"Filip Olofsson","Gullänget-Kroksta IBS","Period2","Slag",2,"Gullänget-Kroksta IBS - IBK Umeå Norr","Viktor Grahn","Peter Poopuu","Viktor Grahn, Peter Poopuu"
"2",2,"Utvisning","08:47",NA,"John Isaac Sandberg","IBK Umeå Norr","Period2","Hårt spel 5",5,"Gullänget-Kroksta IBS - IBK Umeå Norr","Viktor Grahn","Peter Poopuu","Viktor Grahn, Peter Poopuu"
"3",3,"Utvisning","08:47",NA,"Filip Olofsson","Gullänget-Kroksta IBS","Period2","Hårt spel 2",2,"Gullänget-Kroksta IBS - IBK Umeå Norr","Viktor Grahn","Peter Poopuu","Viktor Grahn, Peter Poopuu"
"4",4,"Utvisning","12:25",NA,"Robin Molin","Gullänget-Kroksta IBS","Period2","Obstruktion",2,"Gullänget-Kroksta IBS - IBK Umeå Norr","Viktor Grahn","Peter Poopuu","Viktor Grahn, Peter Poopuu"
"5",5,"Utvisning","12:25",NA,"Robin Sjöberg","Gullänget-Kroksta IBS","Period2","Protest mot domslut",2,"Gullänget-Kroksta IBS - IBK Umeå Norr","Viktor Grahn","Peter Poopuu","Viktor Grahn, Peter Poopuu"
"6",6,"Utvisning","12:44",NA,"Mattias Nydahl","Gullänget-Kroksta IBS","Period2","Osportsligt uppträdande",12,"Gullänget-Kroksta IBS - IBK Umeå Norr","Viktor Grahn","Peter Poopuu","Viktor Grahn, Peter Poopuu"
"7",7,"Utvisning","18:31",NA,"Magnus Johansson","IBK Umeå Norr","Period2","Otillåten trängning",2,"Gullänget-Kroksta IBS - IBK Umeå Norr","Viktor Grahn","Peter Poopuu","Viktor Grahn, Peter Poopuu"
"8",8,"Utvisning","04:29",NA,"Fredric Westling","IBK Umeå Norr","Period3","Obstruktion",2,"Gullänget-Kroksta IBS - IBK Umeå Norr","Viktor Grahn","Peter Poopuu","Viktor Grahn, Peter Poopuu"
"9",9,"Utvisning","06:22",NA,"Johan Alm","IBK Umeå Norr","Period3","Slag",2,"Gullänget-Kroksta IBS - IBK Umeå Norr","Viktor Grahn","Peter Poopuu","Viktor Grahn, Peter Poopuu"
"10",10,"Utvisning","18:56",NA,"Arvid Hamberg","Gullänget-Kroksta IBS","Period3","Hårt spel 2",2,"Gullänget-Kroksta IBS - IBK Umeå Norr","Viktor Grahn","Peter Poopuu","Viktor Grahn, Peter Poopuu"
"11",11,"Utvisning","04:11",NA,"Samuel Persson","Örnsköldsvik IBF","Period2","Slag",2,"Örnsköldsvik IBF - Rönnskär Railcare IF","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"12",12,"Utvisning","05:59",NA,"Alex Qvarnlöf","Rönnskär Railcare IF","Period2","Obstruktion",2,"Örnsköldsvik IBF - Rönnskär Railcare IF","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"13",13,"Utvisning","02:40",NA,"Zebastian Vestin","Örnsköldsvik IBF","Period3","Slag",2,"Örnsköldsvik IBF - Rönnskär Railcare IF","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"14",14,"Utvisning","07:09",NA,"Samuel Persson","Örnsköldsvik IBF","Period3","Protest mot domslut",2,"Örnsköldsvik IBF - Rönnskär Railcare IF","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"15",15,"Utvisning","00:34",NA,"Tobias Jonsson","IBK Umeå Norr","Period2","Liggande spel",2,"Team Thorengruppen Ungdom SK - IBK Umeå Norr","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"16",16,"Utvisning","03:20",NA,"Daniel Johansson","Team Thorengruppen Ungdom SK","Period2","Hög klubba",2,"Team Thorengruppen Ungdom SK - IBK Umeå Norr","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"17",17,"Utvisning","09:27",NA,"Andre Nyberg","IBK Umeå Norr","Period2","Slag",2,"Team Thorengruppen Ungdom SK - IBK Umeå Norr","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"18",18,"Utvisning","12:04",NA,"Elias Stenvall","Team Thorengruppen Ungdom SK","Period2","Protest mot domslut",2,"Team Thorengruppen Ungdom SK - IBK Umeå Norr","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"19",19,"Utvisning","03:24",NA,"Jonathan Åström","Team Thorengruppen Ungdom SK","Period3","Protest mot domslut",2,"Team Thorengruppen Ungdom SK - IBK Umeå Norr","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"20",20,"Utvisning","13:25",NA,"Kasper Jeremias","Team Thorengruppen Ungdom SK","Period3","Osportsligt uppträdande",12,"Team Thorengruppen Ungdom SK - IBK Umeå Norr","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"21",21,"Utvisning","15:28",NA,"Robin Lindström","Rönnskär Railcare IF","Period2","Slag",2,"Gimonäs Umeå IBF - Rönnskär Railcare IF","Daniel Degerman","Ville Hedsberg","Daniel Degerman, Ville Hedsberg"
"22",22,"Utvisning","02:55",NA,"Markus Haglund","Gimonäs Umeå IBF","Period3","Felaktigt avstånd",2,"Gimonäs Umeå IBF - Rönnskär Railcare IF","Daniel Degerman","Ville Hedsberg","Daniel Degerman, Ville Hedsberg"
"23",23,"Utvisning","03:10",NA,"Jonathan Paulsson-Smedborn","Gimonäs Umeå IBF","Period3","Hårt spel 2",2,"Gimonäs Umeå IBF - Rönnskär Railcare IF","Daniel Degerman","Ville Hedsberg","Daniel Degerman, Ville Hedsberg"
"24",24,"Utvisning","09:32",NA,"Emil Schefström","Obbola IK","Period1","Slag",2,"Gullänget-Kroksta IBS - Obbola IK","Mikael Körning","Anders Öbergh","Mikael Körning, Anders Öbergh"
"25",25,"Utvisning","18:14",NA,"André Johansson","Gullänget-Kroksta IBS","Period1","Slag",2,"Gullänget-Kroksta IBS - Obbola IK","Mikael Körning","Anders Öbergh","Mikael Körning, Anders Öbergh"
"26",26,"Utvisning","11:22",NA,"Kristian Sjöberg","Gullänget-Kroksta IBS","Period2","Hårt spel 2",2,"Gullänget-Kroksta IBS - Obbola IK","Mikael Körning","Anders Öbergh","Mikael Körning, Anders Öbergh"
"27",27,"Utvisning","11:22",NA,"Nicklas Cox","Obbola IK","Period2","Hårt spel 2",2,"Gullänget-Kroksta IBS - Obbola IK","Mikael Körning","Anders Öbergh","Mikael Körning, Anders Öbergh"
"28",28,"Utvisning","15:41",NA,"Peter Olsson","Gullänget-Kroksta IBS","Period3","Slag",2,"Gullänget-Kroksta IBS - Obbola IK","Mikael Körning","Anders Öbergh","Mikael Körning, Anders Öbergh"
"29",29,"Utvisning","06:27",NA,"Mathias Stenberg","Clemensnäs IF","Period3","Fasthållning",2,"Clemensnäs IF - IK SPIF Umeå","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"30",30,"Utvisning","08:46",NA,"Zakarias Liljemark","IK SPIF Umeå","Period3","Slag",2,"Clemensnäs IF - IK SPIF Umeå","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"31",31,"Utvisning","02:25",NA,"Isak Morén","IBF Skellefteå","Period1","Hårt spel 2",2,"Örnsköldsvik IBF - IBF Skellefteå","Daniel Degerman","Johan Rönnberg","Daniel Degerman, Johan Rönnberg"
"32",32,"Utvisning","16:05",NA,"Olov Eriksson","IBF Skellefteå","Period1","Slag",2,"Örnsköldsvik IBF - IBF Skellefteå","Daniel Degerman","Johan Rönnberg","Daniel Degerman, Johan Rönnberg"
"33",33,"Utvisning","01:43",NA,"Emanuel Karlsson","Örnsköldsvik IBF","Period2","Slag",2,"Örnsköldsvik IBF - IBF Skellefteå","Daniel Degerman","Johan Rönnberg","Daniel Degerman, Johan Rönnberg"
"34",34,"Utvisning","10:42",NA,"Johan Lundstedt","IBF Skellefteå","Period3","Protest mot domslut",2,"Örnsköldsvik IBF - IBF Skellefteå","Daniel Degerman","Johan Rönnberg","Daniel Degerman, Johan Rönnberg"
"35",35,"Utvisning","10:42",NA,"Felix Sjögren-Kroon","Örnsköldsvik IBF","Period3","Protest mot domslut",2,"Örnsköldsvik IBF - IBF Skellefteå","Daniel Degerman","Johan Rönnberg","Daniel Degerman, Johan Rönnberg"
"36",36,"Utvisning","15:42",NA,"Joakim Andersson","IBF Skellefteå","Period3","Protest mot domslut",2,"Örnsköldsvik IBF - IBF Skellefteå","Daniel Degerman","Johan Rönnberg","Daniel Degerman, Johan Rönnberg"
"37",37,"Utvisning","15:42",NA,"Samuel Persson","Örnsköldsvik IBF","Period3","Protest mot domslut",2,"Örnsköldsvik IBF - IBF Skellefteå","Daniel Degerman","Johan Rönnberg","Daniel Degerman, Johan Rönnberg"
"38",38,"Utvisning","16:28",NA,"Victor Edman","Örnsköldsvik IBF","Period3","Obstruktion",2,"Örnsköldsvik IBF - IBF Skellefteå","Daniel Degerman","Johan Rönnberg","Daniel Degerman, Johan Rönnberg"
"39",39,"Utvisning","05:33",NA,"Alexander Enholm","Täfteå IK","Period1","Hårt spel 2",2,"Spöland Vännäs IF - Täfteå IK","Morgan Poopuu","Peter Poopuu","Morgan Poopuu, Peter Poopuu"
"40",40,"Utvisning","08:56",NA,"Pontus Nordin Jonsson","Spöland Vännäs IF","Period1","Hårt spel 2",2,"Spöland Vännäs IF - Täfteå IK","Morgan Poopuu","Peter Poopuu","Morgan Poopuu, Peter Poopuu"
"41",41,"Utvisning","17:24",NA,"Alexander Enholm","Täfteå IK","Period1","Slag",2,"Spöland Vännäs IF - Täfteå IK","Morgan Poopuu","Peter Poopuu","Morgan Poopuu, Peter Poopuu"
"42",42,"Utvisning","12:23",NA,"Elias Nilsson","Täfteå IK","Period3","Obstruktion",2,"Spöland Vännäs IF - Täfteå IK","Morgan Poopuu","Peter Poopuu","Morgan Poopuu, Peter Poopuu"
"43",43,"Utvisning","19:48",NA,"Ludvig Essebro","Spöland Vännäs IF","Period3","Otillåten trängning",2,"Spöland Vännäs IF - Täfteå IK","Morgan Poopuu","Peter Poopuu","Morgan Poopuu, Peter Poopuu"
"44",44,"Utvisning","19:48",NA,"Alexander Enholm","Täfteå IK","Period3","Osportsligt uppträdande",12,"Spöland Vännäs IF - Täfteå IK","Morgan Poopuu","Peter Poopuu","Morgan Poopuu, Peter Poopuu"
"45",45,"Utvisning","18:55",NA,"William Henriksson","Obbola IK","Period3","Obstruktion",2,"Gimonäs Umeå IBF - Obbola IK","Bjarne Andersson","Ulf Stödberg","Bjarne Andersson, Ulf Stödberg"
"46",46,"Utvisning","18:55",NA,"Tadeas Melisek","Gimonäs Umeå IBF","Period3","Hårt spel 5",5,"Gimonäs Umeå IBF - Obbola IK","Bjarne Andersson","Ulf Stödberg","Bjarne Andersson, Ulf Stödberg"
"47",47,"Utvisning","02:30",NA,"Edvin Johansson","IBS Dalen","Period1","Liggande spel",2,"IBK Umeå Norr - IBS Dalen","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"48",48,"Utvisning","10:51",NA,"Tobias Jonsson","IBK Umeå Norr","Period2","Slag",2,"IBK Umeå Norr - IBS Dalen","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"49",49,"Utvisning","06:01",NA,"Mattias Nyberg","IBK Umeå Norr","Period3","Otillåten trängning",2,"IBK Umeå Norr - IBS Dalen","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"50",50,"Utvisning","07:10",NA,"Alvin Löfgren","IBS Dalen","Period3","Lyftning av klubba",2,"IBK Umeå Norr - IBS Dalen","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"51",51,"Utvisning","06:06",NA,"Erik Olsson","Clemensnäs IF","Period1","Slag",2,"Clemensnäs IF - Örnsköldsvik IBF","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"52",52,"Utvisning","18:26",NA,"Daniel Blomqvist","Örnsköldsvik IBF","Period1","Hårt spel 2",2,"Clemensnäs IF - Örnsköldsvik IBF","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"53",53,"Utvisning","18:26",NA,"Mathias Stenberg","Clemensnäs IF","Period1","Hårt spel 2",2,"Clemensnäs IF - Örnsköldsvik IBF","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"54",54,"Utvisning","08:43",NA,"Daniel Blomqvist","Örnsköldsvik IBF","Period2","Slag",2,"Clemensnäs IF - Örnsköldsvik IBF","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"55",55,"Utvisning","20:00",NA,"Anton Kristiansen","Clemensnäs IF","Period2","Obstruktion",2,"Clemensnäs IF - Örnsköldsvik IBF","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"56",56,"Utvisning","05:59",NA,"Felix Sjögren-Kroon","Örnsköldsvik IBF","Period3","Hårt spel 2",2,"Clemensnäs IF - Örnsköldsvik IBF","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"57",57,"Utvisning","14:33",NA,"Samuel Westin","Örnsköldsvik IBF","Period3","Slag",2,"Clemensnäs IF - Örnsköldsvik IBF","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"58",58,"Utvisning","12:49",NA,"Olof Bylund","IK SPIF Umeå","Period1","Hög klubba",2,"IBF Skellefteå - IK SPIF Umeå","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"59",59,"Utvisning","18:10",NA,"Daniel Marklund","IK SPIF Umeå","Period1","Slag",2,"IBF Skellefteå - IK SPIF Umeå","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"60",60,"Utvisning","06:53",NA,"David Morén","IBF Skellefteå","Period2","Låsning av klubba",2,"IBF Skellefteå - IK SPIF Umeå","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"61",61,"Utvisning","17:02",NA,"Johan Ulfsparre","IBF Skellefteå","Period2","Slag",2,"IBF Skellefteå - IK SPIF Umeå","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"62",62,"Utvisning","19:58",NA,"Tim Sjögren","IBF Skellefteå","Period2","Otillåten trängning",2,"IBF Skellefteå - IK SPIF Umeå","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"63",63,"Utvisning","04:27",NA,"Joachim Karlsson","IBF Skellefteå","Period3","Låsning av klubba",2,"IBF Skellefteå - IK SPIF Umeå","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"64",64,"Utvisning","05:06",NA,"Erik Enström","IK SPIF Umeå","Period3","Slag",2,"IBF Skellefteå - IK SPIF Umeå","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"65",65,"Utvisning","10:01",NA,"Richard Konradsson","IK SPIF Umeå","Period3","Hårt spel 2",2,"IBF Skellefteå - IK SPIF Umeå","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"66",66,"Utvisning","07:55",NA,"Jonatan Bergman","Rönnskär Railcare IF","Period1","Felaktigt avstånd",2,"Rönnskär Railcare IF - Gullänget-Kroksta IBS","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"67",67,"Utvisning","08:59",NA,"Filip Olofsson","Gullänget-Kroksta IBS","Period1","Slag",2,"Rönnskär Railcare IF - Gullänget-Kroksta IBS","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"68",68,"Utvisning","12:04",NA,"Jonatan Bergman","Rönnskär Railcare IF","Period2","Felaktigt byte",2,"Rönnskär Railcare IF - Gullänget-Kroksta IBS","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"69",69,"Utvisning","18:46",NA,"Theodor Jonsson","Rönnskär Railcare IF","Period2","Liggande spel",2,"Rönnskär Railcare IF - Gullänget-Kroksta IBS","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"70",70,"Utvisning","19:50",NA,"Theodor Jonsson","Rönnskär Railcare IF","Period3","Hands",2,"Rönnskär Railcare IF - Gullänget-Kroksta IBS","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"71",71,"Utvisning","04:34",NA,"Samuel Hallin","Gimonäs Umeå IBF","Period2","Slag",2,"IBK Umeå Norr - Gimonäs Umeå IBF","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"72",72,"Utvisning","00:24",NA,"Ulf Brännström","IBK Umeå Norr","Period3","Hands",2,"IBK Umeå Norr - Gimonäs Umeå IBF","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"73",73,"Utvisning","10:15",NA,"Mathias Gunnarsson","IK SPIF Umeå","Period2","Otillåten trängning",2,"IK SPIF Umeå - Täfteå IK","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"74",74,"Utvisning","19:21",NA,"Alexander Enholm","Täfteå IK","Period2","Hårt spel 2",2,"IK SPIF Umeå - Täfteå IK","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"75",75,"Utvisning","01:45",NA,"Tobias Ekstrand","IK SPIF Umeå","Period3","Hårt spel 2",2,"IK SPIF Umeå - Täfteå IK","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"76",76,"Utvisning","01:45",NA,"Linus Berglund","Täfteå IK","Period3","Otillåten trängning",2,"IK SPIF Umeå - Täfteå IK","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"77",77,"Utvisning","04:05",NA,"Olle Andersson","Täfteå IK","Period3","Obstruktion",2,"IK SPIF Umeå - Täfteå IK","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"78",78,"Utvisning","16:29",NA,"Linus Ågren","Täfteå IK","Period3","Protest mot domslut",2,"IK SPIF Umeå - Täfteå IK","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"79",79,"Utvisning","18:30",NA,"Andreas Berggren","IK SPIF Umeå","Period3","Otillåten trängning",2,"IK SPIF Umeå - Täfteå IK","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"80",80,"Utvisning","12:43",NA,"Zebastian Vestin","Örnsköldsvik IBF","Period1","Slag",2,"Obbola IK - Örnsköldsvik IBF","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"81",81,"Utvisning","10:21",NA,"Samuel Westin","Örnsköldsvik IBF","Period2","Slag",2,"Obbola IK - Örnsköldsvik IBF","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"82",82,"Utvisning","13:12",NA,"David Cox","Obbola IK","Period2","Matchstraff 3",20,"Obbola IK - Örnsköldsvik IBF","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"83",83,"Utvisning","11:01",NA,"Klas Mellberg","Team Thorengruppen Ungdom SK","Period1","Slag",2,"Team Thorengruppen Ungdom SK - Rönnskär Railcare IF","Mats Erelund","Viktor Grahn","Mats Erelund, Viktor Grahn"
"84",84,"Utvisning","07:46",NA,"Elliot Johansson","Rönnskär Railcare IF","Period3","Hands",2,"Team Thorengruppen Ungdom SK - Rönnskär Railcare IF","Mats Erelund","Viktor Grahn","Mats Erelund, Viktor Grahn"
"85",85,"Utvisning","14:26",NA,"Andreas Grahn","Rönnskär Railcare IF","Period3","Hårt spel 5",5,"Team Thorengruppen Ungdom SK - Rönnskär Railcare IF","Mats Erelund","Viktor Grahn","Mats Erelund, Viktor Grahn"
